name,plot_id,diameter_cm,decay_class,notes,transect
fuels_cwd_table_child_lil11nov,EAFR-RX-05,8,Rotten,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-29,8,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-04,32,Rotten,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-10,10,Sound,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-08,8,Sound,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,12,Sound,NA,W
fuels_cwd_table_child_lil11nov,SECR-PILE-04,30,Rotten,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-05,9,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-23,9,Sound,NA,W
fuels_cwd_table_child_lil11nov,SECR-THIN-01,13,Rotten,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-02,39,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-15,19,Rotten,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,12,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-10,9,Sound,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-05,16,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-08,16,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-18,10,Sound,NA,W
fuels_cwd_table_child_lil11nov,SECR-THIN-01,10,Sound,NA,E
fuels_cwd_table_child_lil11nov,SECR-PILE-02,29,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFRE-RX-05,26,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFRE-RX-05,109,Rotten,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-18,94,Rotten,NA,E
fuels_cwd_table_child_lil11nov,SECR-PILE-04,110,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-06,15,Sound,NA,S
fuels_cwd_table_child_lil11nov,SECR-THIN-03,72,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-16,12,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-06,12,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-16,11,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-23,22,Rotten,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-09,22,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,32,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,9,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-26,33,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-09,18,Rotten,NA,N
fuels_cwd_table_child_lil11nov,SECR-PILE-02,19,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-26,18,Rotten,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-40,15,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-29,48,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-15,10,Sound,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-10,11,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-05,8,Rotten,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-05,10,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-29,9,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-16,15,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-18,51,Sound,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-02,32,Rotten,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-07,49,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-23,18,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-16,42,Rotten,NA,S
fuels_cwd_table_child_lil11nov,SECR-THIN-04,8,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-04,10,Sound,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,11,Sound,NA,S
fuels_cwd_table_child_lil11nov,SECR-THIN-O1,10,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFRE-RX-05,10,Rotten,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-01,53,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-23,23,Rotten,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-21,42,Sound,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-08,22,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-21,36,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-04,22,Rotten,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-26,9.5,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-01,8,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-23,32,Rotten,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-16,30,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,29,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-06,21,Rotten,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-18,99,Sound,FALSE,S
fuels_cwd_table_child_lil11nov,EAFR-RX-09,21,Sound,NA,W
fuels_cwd_table_child_lil11nov,SECR-PILE-04,19,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-04,9,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-21,32,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-05,42,Sound,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-04,37,Sound,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-04,97,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,41,Rotten,NA,E
fuels_cwd_table_child_lil11nov,SECR-PILE-03,8,Sound,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-01,28,Rotten,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-26,15,Sound,NA,E
fuels_cwd_table_child_lil11nov,SECR-THIN-01,11,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-12,73,Rotten,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-01,25,Sound,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-04,51,Rotten,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,20,Sound,NA,S
fuels_cwd_table_child_lil11nov,SECR-THIN-03,78,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-02,22,Rotten,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-01,14,Sound,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-O1,9,Sound,NA,W
fuels_cwd_table_child_lil11nov,SECR-PILE-03,42,Sound,NA,W
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,31,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-09,15,Sound,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-03,8.1,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-18,99,Sound,FALSE,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,45,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-18,12,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,8,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-23,10,Sound,NA,W
fuels_cwd_table_child_lil11nov,SECR-THIN-O1,19,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-18,55,Rotten,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-04,49,Rotten,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-04,55,Sound,NA,E
fuels_cwd_table_child_lil11nov,SECR-THIN-04,12,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-18,14,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-12,11,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-29,8,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,16,Sound,NA,S
fuels_cwd_table_child_lil11nov,SECR-PILE-04,17,Rotten,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-07,44,Rotten,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-23,24,Rotten,NA,W
fuels_cwd_table_child_lil11nov,ATWE-THIN-40,18,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-02,110,Rotten,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-18,13,Rotten,NA,W
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,49,Rotten,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-31,44,Rotten,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-16,13,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-05,21,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-11,20,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-29,48,Rotten,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-08,29,Sound,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-01,19,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-16,40,Rotten,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-12,54,Rotten,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-29,44,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-15,21,Rotten,NA,S
fuels_cwd_table_child_lil11nov,SECR-THIN-04,62,Rotten,NA,S
fuels_cwd_table_child_lil11nov,SECR-THIN-04,37,Rotten,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-04,79,Sound,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-02,12,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,8,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-11,8,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-08,8,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-23,39,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-23,9.5,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-09,9,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-12,28,Rotten,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,14,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-23,20,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-04,9,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-05,18,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-26,38,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-23,22,Rotten,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-31,33,Rotten,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-05,49,Rotten,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,30,Sound,NA,W
fuels_cwd_table_child_lil11nov,ATWE-THIN-15,9,Rotten,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,9,Rotten,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-01,11,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-16,99,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-09,10,Sound,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-05,32,Rotten,NA,S
fuels_cwd_table_child_lil11nov,SECR-PILE-04,11,Sound,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,17,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-02,28,Rotten,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-04,16,Rotten,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-04,61,Sound,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-08,32,Rotten,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-10,54,Rotten,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-18,10,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-09,12,Sound,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-08,8,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-07,59,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-04,13,Rotten,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-23,8,Rotten,NA,S
fuels_cwd_table_child_lil11nov,SECR-PILE-03,99,Sound,FAKE ENTRY,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-50,18,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,13,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,20,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-07,12,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,12,Sound,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-40,8,Sound,NA,W
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,10,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-23,30,Rotten,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-04,11,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-10,19,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-08,8,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-05,14,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-12,11,Rotten,NA,E
fuels_cwd_table_child_lil11nov,SECR-PILE-03,12,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-12,11,Rotten,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,68,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-23,12,Sound,NA,S
fuels_cwd_table_child_lil11nov,SECR-THIN-04,26,Rotten,NA,E
fuels_cwd_table_child_lil11nov,EAFRE-RX-05,37,Rotten,NA,S
fuels_cwd_table_child_lil11nov,EAFRE-RX-05,9,Rotten,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-07,8,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-18,110,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-18,9,Sound,NA,N
fuels_cwd_table_child_lil11nov,SECR-PILE-04,14,Sound,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-08,8,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-05,11,Rotten,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,12,Sound,NA,W
fuels_cwd_table_child_lil11nov,SECR-PILE-04,71,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-12,14,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFRE-RX-05,39,Rotten,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-04,14,Rotten,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-04,14,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-11,10.1,Sound,NA,W
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,28,Rotten,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-09,14,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-03,10,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-01,48,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-26,16,Rotten,NA,N
fuels_cwd_table_child_lil11nov,ATWE-THIN-40,35,Sound,NA,E
fuels_cwd_table_child_lil11nov,SECR-PILE-04,23,Rotten,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-09,16,Sound,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-03,17,Sound,NA,E
fuels_cwd_table_child_lil11nov,EAFR-RX-26,50,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-16,8,Sound,NA,N
fuels_cwd_table_child_lil11nov,SECR-THIN-04,29,Rotten,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-11,123,Rotten,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-11,26,Rotten,NA,W
fuels_cwd_table_child_lil11nov,ATWE-THIN-40,13,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-01,97,Rotten,NA,N
fuels_cwd_table_child_lil11nov,GRGR-RX-04,36,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-09,16,Rotten,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,9,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFRE-RX-05,120,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-18,12,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-10,65,Sound,NA,E
fuels_cwd_table_child_lil11nov,ATWE-THIN-19,86,Rotten,NA,N
fuels_cwd_table_child_lil11nov,SECR-PILE-04,47,Sound,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-11,28,Rotten,NA,S
fuels_cwd_table_child_lil11nov,EAFR-RX-23,10,Sound,NA,W
fuels_cwd_table_child_lil11nov,SECR-THIN-O1,52,Rotten,NA,W
fuels_cwd_table_child_lil11nov,GRGR-RX-08,15,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-01,9,Sound,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,49,Sound,NA,S
fuels_cwd_table_child_lil11nov,GRGR-RX-10,16,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-23,10,Sound,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-13,11,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-26,13,Sound,NA,E
fuels_cwd_table_child_lil11nov,GRGR-RX-05,23,Rotten,NA,E
fuels_cwd_table_child_lil11nov,SECR-THIN-O1,22,Sound,NA,W
fuels_cwd_table_child_lil11nov,EAFR-RX-16,39,Rotten,NA,S
fuels_cwd_table_child_lil11nov,ATWE-THIN-40,18,Sound,NA,N
fuels_cwd_table_child_lil11nov,EAFR-RX-06,34,Rotten,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-15,16,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409001,13,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409001,20,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409005,17,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,REME-THIN-23,8,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409001,24,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,REME-THIN-10,15,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409005,18,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-23,24,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-14,10,Sound,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-14,15,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-10,41,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-25,16,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,16,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409005,21,Sound,IN 15M EXTENSION.,E
fuels_cwd_table_child_lil17nov,USGS-409001,13,Rotten,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-15,25,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-25,9,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-11,37,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409005,20,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-14,43,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409005,13,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-18,13,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-15,22,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409001,20,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409005,42,Rotten,IN 15M EXTENSION.,S
fuels_cwd_table_child_lil17nov,USGS-409005,9,Rotten,IN 15M EXTENSION.,W
fuels_cwd_table_child_lil17nov,REME-THIN-23,10,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409001,12,Sound,IN 15M EXTENSION.,E
fuels_cwd_table_child_lil17nov,USGS-409001,18,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-23,9,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409005,20,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409001,13,Sound,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-18,14,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-18,13,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-10,8,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409001,10,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-14,10,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-23,16,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-18,39,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-23,26,Rotten,NA,E
fuels_cwd_table_child_lil17nov,USGS-409001,13,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,USGS-409005,16,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-26,22,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,20,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,REME-THIN-11,20,Sound,NA,E
fuels_cwd_table_child_lil17nov,USGS-409005,19,Sound,IN 15M EXTENSION.,E
fuels_cwd_table_child_lil17nov,REME-THIN-11,18,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,8,Sound,IN 15M EXTENSION.,W
fuels_cwd_table_child_lil17nov,USGS-409001,19,Sound,IN 15M EXTENSION.,S
fuels_cwd_table_child_lil17nov,REME-THIN-23,9,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409005,20,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409005,27,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-18,11,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-10,12,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409001,32,Rotten,IN 15M EXTENSION.,W
fuels_cwd_table_child_lil17nov,USGS-409005,14,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-10,14,Sound,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-18,9,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,10,Sound,IN 15M EXTENSION.,S
fuels_cwd_table_child_lil17nov,USGS-409001,33,Rotten,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-26,26,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-18,17,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-15,12,Sound,NA,S
fuels_cwd_table_child_lil17nov,REME-THIN-10,8,Sound,NA,W
fuels_cwd_table_child_lil17nov,REME-THIN-14,15,Sound,NA,S
fuels_cwd_table_child_lil17nov,USGS-409005,36,Sound,NA,E
fuels_cwd_table_child_lil17nov,REME-THIN-10,18,Rotten,NA,N
fuels_cwd_table_child_lil17nov,USGS-409005,10,Sound,IN 15M EXTENSION.,N
fuels_cwd_table_child_lil17nov,REME-THIN-15,10,Sound,NA,N
fuels_cwd_table_child_lil17nov,USGS-409001,21,Sound,IN 15M EXTENSION.,S
fuels_cwd_table_child_lil17nov,REME-THIN-11,19,Sound,NA,N
fuels_cwd_table_child_lil17nov,REME-THIN-26,22.5,Sound,NA,W
fuels_cwd_table_child_lil17nov,USGS-409001,15,Sound,IN 15M EXTENSION.,E
fuels_cwd_table_child_lil17nov,REME-THIN-25,23,Sound,NA,N
