name,PlotID,Transect,FWD_1_hour,FWD_10_hour,FWD_100_hour,Litter1,Duff_1,Litter_2,Duff_2,Litter_3,Duff_3,Litter_4,Duff_4,Litter_5,Duff_5,Notes,Recorders
fuels_fwd_table_lil11nov,EAFR-RX-18,E,8,0,0,1.8,6.2,8.2,9.9,1.3,8.1,4.3,3.2,2.3,9.4,SAMPLE 1 BUMPED 1FT RIGHT,KF
fuels_fwd_table_lil11nov,EAFR-RX-18,N,38,4,2,2.4,11.7,6.1,2.9,2.8,7.3,4.1,4.6,3.8,5,NA,AE
fuels_fwd_table_lil11nov,EAFR-RX-18,S,97,9,1,2.2,7.9,3.3,5.4,6.3,9.5,2.6,7.1,4.2,6.4,NA,KF
fuels_fwd_table_lil11nov,EAFR-RX-18,W,7,0,0,10.2,6,2.5,11,2,11,3.3,8.1,4.2,17.5,NA,KF
fuels_fwd_table_lil11nov,EAFR-RX-21,E,27,2,1,1.1,5.4,1.1,1.4,0.9,0.4,0.4,1.3,2.1,7.2,NA,KF
fuels_fwd_table_lil11nov,EAFR-RX-21,N,23,10,0,0,5.2,3.9,3.6,5.4,3.8,9.6,5.3,0.5,6.6,NA,TH
fuels_fwd_table_lil11nov,EAFR-RX-21,S,24,7,6,2.8,3.4,3.1,5.3,6,5.7,6.5,2.1,3.6,2.9,SAMPLE 2 BUMPED 1FT RIGHT,TH
fuels_fwd_table_lil11nov,EAFR-RX-21,W,6,0,2,5.9,1.1,0.2,0,2.5,3.1,6.3,7.1,0.2,1.8,NA,KF
fuels_fwd_table_lil11nov,EAFR-RX-23,E,74,7,5,1.1,0.5,0.4,5.1,1.9,4.3,5.9,4,4.9,5.8,NA,ALL
fuels_fwd_table_lil11nov,EAFR-RX-23,N,12,1,0,1.8,2.1,1.4,6,0.2,1.4,1.2,1,0.2,13,NA,ALL
fuels_fwd_table_lil11nov,EAFR-RX-23,S,17,0,0,1.2,1.1,1.2,4.1,3.6,1,12.4,0.4,0.3,5.9,NA,ALL
fuels_fwd_table_lil11nov,EAFR-RX-23,W,22,11,4,0.2,0.1,0.1,1.6,0.3,0.2,3.5,0,1.3,0,NA,ALL
fuels_fwd_table_lil11nov,EAFR-RX-26,E,23,3,2,2.1,10.1,11.8,3.6,2.6,3.8,8.9,9.1,7.7,9.5,"SAMPLE 3 BUMPED LEFT 3FT, SAMPLE 5 BUMPED LEFT 2FT",AE-TH
fuels_fwd_table_lil11nov,EAFR-RX-26,N,38,15,5,0.5,0.2,9.1,0.3,6.5,0.2,4.2,0.2,1.6,0,Sample 2 bumped right 1 ft,AE
fuels_fwd_table_lil11nov,EAFR-RX-26,S,43,0,1,1.4,0.5,2,0,5.9,4.1,1.3,0.2,2.4,0,NA,AE
fuels_fwd_table_lil11nov,EAFR-RX-26,W,25,6,8,1.7,3.4,0,4.6,1.8,4.2,1.1,3.4,7.2,7.7,Sample 1 bumped left 3 ft. Sample 3 bumped left 1 ft.,TH
fuels_fwd_table_lil11nov,EAFR-RX-29,E,7,1,2,0.3,9.8,0.4,15.3,2.9,8.1,1,2.3,0.4,0.2,NA,AE-KF
fuels_fwd_table_lil11nov,EAFR-RX-29,N,14,9,2,0.2,0.1,0.2,1.2,1.1,3.8,0.8,13.2,6.2,4.9,NA,AE-KF
fuels_fwd_table_lil11nov,EAFR-RX-29,S,27,9,2,8.6,3.3,0.9,0,3.5,2.8,8.2,9.1,6.3,5.7,SAMPLE 5 BUMPED RIGHT 1FT,AE
fuels_fwd_table_lil11nov,EAFR-RX-29,W,14,7,1,2.4,8.1,0.9,2.2,3.1,4.6,2.8,8.5,9.1,4.3,NA,AE
fuels_fwd_table_lil11nov,GRGR-RX-01,E,12,1,0,2.3,0,0.7,0.4,0.8,1.6,1.9,0,3.4,0.7,NA,AE
fuels_fwd_table_lil11nov,GRGR-RX-01,N,14,1,0,2.4,3.2,0.9,3.3,0.3,6.2,0.4,4.6,0.2,5.4,NA,KF
fuels_fwd_table_lil11nov,GRGR-RX-01,S,9,2,1,0.2,1.1,0.2,0.4,0.2,2.3,0.2,1,0.3,1.9,SAMPLE 3 BUMPED 1FT LEFT,KF
fuels_fwd_table_lil11nov,GRGR-RX-01,W,15,7,0,1.8,0,1,0.3,0.9,2.4,0.8,1.2,0.2,3.1,NA,AE
fuels_fwd_table_lil11nov,GRGR-RX-02,E,2,4,0,0.4,0,0.1,0,0.2,0,0,0,0,0,SAMPLE 3 BUMPED LEFT 1FT,AE_KF
fuels_fwd_table_lil11nov,GRGR-RX-02,N,11,1,1,1.4,1.8,0.2,1.7,4.2,0.5,4.9,0,7.2,0.9,NA,AE
fuels_fwd_table_lil11nov,GRGR-RX-02,S,47,4,0,2.9,3.1,0.9,0.2,1.3,2.7,0.4,0,1.1,4.8,NA,AE
fuels_fwd_table_lil11nov,GRGR-RX-02,W,24,2,0,0.3,4.9,2.9,6.2,0.2,5.3,1,5.8,0.6,3.9,"PILE ON SW LINE, SAMPLE 4 BUMPED LEFT 3FT",AE_KF
fuels_fwd_table_lil11nov,GRGR-RX-03,E,4,1,0,2.6,8.1,7.7,0,0.3,5,0.8,4.2,1.4,3.6,Sample 5 bumped 1 ft. right,KF
fuels_fwd_table_lil11nov,GRGR-RX-03,N,10,2,1,2.1,3.9,4.1,5.1,5.3,1.9,0.5,2.4,0.9,1.2,Sample 2 bumped 1 ft. left,TH
fuels_fwd_table_lil11nov,GRGR-RX-03,S,21,5,0,1.3,0.5,1.1,0.7,3.8,2,0.8,1.1,0.9,0.5,"Sample 1 bumped 4 ft. down, 4 ft. right. Sample 2 bumped 3 ft. left.",TH
fuels_fwd_table_lil11nov,GRGR-RX-03,W,46,5,2,0,0,0.4,6.2,3.1,1.4,0,0,1.3,0,NA,KF
fuels_fwd_table_lil11nov,GRGR-RX-04,E,12,7,3,1.8,3.2,5.5,3.2,2.8,3.3,1.7,0,1.2,2.4,SAMPLE 2 BUMPED RIGHT 10CM,AE_BB
fuels_fwd_table_lil11nov,GRGR-RX-04,N,30,2,1,0.8,0,1.2,0,0.8,0,0.7,0,1.9,0,SAMPLE 6 BUMPED RIGHT 1FT,AE
fuels_fwd_table_lil11nov,GRGR-RX-04,S,11,2,1,2.9,0.7,2,2.5,3.2,2.9,0.9,1.1,0.7,0,NA,AE
fuels_fwd_table_lil11nov,GRGR-RX-05,E,31,0,0,4.2,3.5,8.3,2.1,13.5,1.6,2.6,1.4,2.3,1.7,NA,AE
fuels_fwd_table_lil11nov,GRGR-RX-05,N,6,3,0,0.3,6.1,5.9,2.1,4.8,1.9,0.8,6.2,1.1,0.7,SAMPLE 1 BUMPED 2FT LEFT,KF
fuels_fwd_table_lil11nov,GRGR-RX-05,S,10,2,0,0.9,8.3,0.3,0,0.8,1.1,0.9,2.8,3.2,1.8,SAMPLE 5 BUMPED 2FT RIGHT,KF
fuels_fwd_table_lil11nov,GRGR-RX-05,W,43,1,0,1.3,2,4.1,3.3,1.8,0,4.3,3.5,1.4,0.9,NA,AE
fuels_fwd_table_lil11nov,GRGR-RX-07,E,11,6,0,1,2.1,5,1.7,5.5,2.1,13.8,1.1,9.7,2.3,NA,BB
fuels_fwd_table_lil11nov,GRGR-RX-07,N,24,15,5,1.9,3,2.3,2.4,4.7,4.2,6.1,6.7,1.1,1.9,Sample 3 bumped 2 ft. right. Sample 5 bumped 1 ft. left.,TH
fuels_fwd_table_lil11nov,GRGR-RX-07,S,6,8,0,3.7,1,4.8,3.7,5.2,2.9,2.4,2.1,1.9,1.8,NA,TH
fuels_fwd_table_lil11nov,GRGR-RX-07,W,11,19,3,5.4,2.6,17,1.2,16,0.8,8,1.2,12,0.2,NA,BB
fuels_fwd_table_lil11nov,GRGR-RX-08,E,4,2,0,4.2,2.7,1,2.1,0.3,1.9,1.8,1.3,0,0,Sample 5 bumped 3 ft. right.,TH
fuels_fwd_table_lil11nov,GRGR-RX-08,N,28,10,2,0,0.6,0.3,7.1,0,0,0.3,0.1,1.2,3.3,NA,KF
fuels_fwd_table_lil11nov,GRGR-RX-08,S,0,0,6,0.2,1.3,0.7,0.2,0.1,0,0,0,0.3,0.8,Sample 3 bumped 1 ft. left.,KF
fuels_fwd_table_lil11nov,GRGR-RX-08,W,26,4,3,1.7,1.9,0,1.1,4.2,0.7,1.2,2.9,4.9,4.2,NA,TH
fuels_fwd_table_lil11nov,GRGR-RX-10,E,13,2,0,1,0.1,3,8,2.4,1.2,1.9,3.2,8.7,7.2,NA,KF
fuels_fwd_table_lil11nov,GRGR-RX-10,N,21,7,1,2.8,0.3,8.6,3.1,6.3,2.4,7.2,12.5,3.8,0,SAMPLE 5 BUMPED 1FT RIGHT,AE
fuels_fwd_table_lil11nov,GRGR-RX-10,S,39,5,2,2.7,0.2,5.6,0,6.3,3.5,3.3,4,2.9,0,NA,AE
fuels_fwd_table_lil11nov,GRGR-RX-10,W,9,3,0,0.4,6.2,3.2,2.6,0.9,5.1,2.1,6.1,0.3,7.2,NA,KF
fuels_fwd_table_lil11nov,GRGR-RX-W,W,0,1,0,5,1.6,2.2,1.8,1.1,2.4,3.3,0.2,2.5,0.5,PLOTID IS GRGR-RX-04,AE_BB
fuels_fwd_table_lil11nov,SECR-PILE-02,E,36,2,6,5.8,2.6,3.5,2.2,3.2,1.6,6.4,0,4.2,1.8,NA,TH
fuels_fwd_table_lil11nov,SECR-PILE-02,N,51,1,3,0,0,0.2,0,0,0,2.1,0,0.8,1.1,NA,KF
fuels_fwd_table_lil11nov,SECR-PILE-02,S,55,1,7,0.4,0.7,0.8,3.6,7.1,1.9,1.9,0.1,2.3,2.2,NA,KF
fuels_fwd_table_lil11nov,SECR-PILE-02,W,41,0,5,4,3.8,4.7,1.5,1.1,0,0,0,1.9,0,NA,TH
fuels_fwd_table_lil11nov,SECR-PILE-03,N,47,3,4,1.3,0.8,0.1,0,0.2,0,4.3,0,1.2,0.2,NA,ALL
fuels_fwd_table_lil11nov,SECR-PILE-03,S,26,3,3,2.3,0.6,1.9,0,3.8,0,1,5.7,1.8,0.4,NA,ALL
fuels_fwd_table_lil11nov,SECR-PILE-03,W,62,27,0,5.5,2.5,4.9,2.8,4.9,5.7,3.5,0,3.5,4.4,NA,ALL
fuels_fwd_table_lil11nov,SECR-PILE-04,E,24,7,1,5.3,2.1,4.4,1.9,1.8,0,1.5,0,2.3,1.4,"SAMPLE 1 BUMPED UP TO 3.3M, SAMPLE 3 BUMPED LEFT 5FT, SAMPLE 4 BUMPED LEFT 5 FT",AE
fuels_fwd_table_lil11nov,SECR-PILE-04,N,43,5,0,4.5,2,5.2,2.6,5.4,0,1.8,2.3,1.4,1.2,NA,AB
fuels_fwd_table_lil11nov,SECR-PILE-04,S,25,6,3,2.7,0,1.4,0,1.6,0,1.9,0,2.1,0,NA,AB
fuels_fwd_table_lil11nov,SECR-PILE-04,W,20,4,1,1.3,0,0.5,0,0.9,0,0.2,0,3.1,2.8,NA,AE
fuels_fwd_table_lil11nov,SECR-THIN-01,E,24,3,2,2,0.2,0.1,0,0.2,0,0.3,0,0.1,0.4,NA,KF
fuels_fwd_table_lil11nov,SECR-THIN-01,N,16,0,15,2.2,2.1,6.3,5,3.4,2.1,7.2,3.8,2.3,0,NA,TH_AB
fuels_fwd_table_lil11nov,SECR-THIN-01,S,25,3,2,3.4,2.3,3.2,1.3,0.6,0,3.4,3,0.4,0,"SAMPLE 3 BUMPED 3FT RIGHT, SAMPLE 4 BUMPED 4FT RIGHT",TH_AB
fuels_fwd_table_lil11nov,SECR-THIN-01,W,35,4,2,1.8,0,3.7,0,1.9,2.8,2.9,3.1,1.8,0,NA,ALL
fuels_fwd_table_lil11nov,SECR-THIN-03,E,17,2,0,6,0.6,2.4,1.2,2.2,0.9,3.8,0,4.8,0,SAMPLE 3 AND 4 BOTH BUMPED LEFT 4FT - PILE ON TRANSECT,AE_KF
fuels_fwd_table_lil11nov,SECR-THIN-03,N,5,4,0,2.1,0,0,0,1.3,0,0.3,0.1,1.6,0.1,"ALL SAMPLES ON ROCK - MEASURED DIRT ON ROCK (ROCK CONTINUES 10FT TO EITHER SIDE), SAMPLE 3 BUMPED LEFT 1FT",AE_KF
fuels_fwd_table_lil11nov,SECR-THIN-03,S,10,3,9,4,5.5,6.4,3.5,7.9,3.8,0,8,1.1,3,"SAMPLE 2 BUMPED RIGHT 5FT, SAMPLE 3 BUMPED UP 5FT AND RIGHT 3FT, SAMPLE 4 BUMPED DOWN 5FT AND LEFT 5FT",AE_TH
fuels_fwd_table_lil11nov,SECR-THIN-03,W,99,6,2,0.3,0,1.8,0.2,2.9,0,3.6,0,2.9,0,"SAMPLE 1 BUMPED UP 2FT, SAMPLE 2 BUMPED LEFT 1FT, SAMPLE 4 BUMPED LEFT 1FT, SAMPLE 5 BUMPED LEFT 1FT",AE_KF
fuels_fwd_table_lil11nov,SECR-THIN-04,E,25,1,2,0.2,0,0,0,0.3,0,4.1,0,0.3,0,SAMPLE 1 AND 2 BOTH BUMPED LEFT 2FT,AE_KF
fuels_fwd_table_lil11nov,SECR-THIN-04,N,13,9,4,0.6,0,4.3,1.1,2.1,0,5.4,0,10.1,3.2,"Sample 2 bumped 4ft left, sample 3 bumped 3ft left",AB_KF
fuels_fwd_table_lil11nov,SECR-THIN-04,S,27,3,3,6.2,0.4,3.4,3.2,4.3,0.9,0,0,0.4,0,"Sample 3 bumped 3ft right, sample 5 bumped 1ft left",AB_KF
fuels_fwd_table_lil11nov,SECR-THIN-04,W,23,8,1,0.7,0,0,0,0.1,0,0.2,0,0,0,"SAMPLE 1 BUMPED LEFT 1FT, SAMPLE 5 BUMPED RIGHT 1FT",AE_KF
fuels_fwd_table_lil11nov,TEST,TEST,99,99,99,9,9,9,9,9,9,9,9,9,9,NA,TEST
fuels_fwd_table_lil17nov,REME-THIN-10,E,11,1,0,2.1,0,0.4,1.3,0.1,0,0.2,0.4,0.3,1.9,NA,AE
fuels_fwd_table_lil17nov,REME-THIN-10,N,63,7,1,1.9,0.2,0.7,0.3,0.8,0,1.1,1.5,1.9,1.4,NA,AE
fuels_fwd_table_lil17nov,REME-THIN-10,S,10,0,0,0.6,0,0.3,0,0.1,0,1.2,0.8,2.5,0.4,NA,AE
fuels_fwd_table_lil17nov,REME-THIN-10,W,11,4,1,1.2,0,0.4,0.8,1.1,0.9,1.4,0.1,0.9,0,NA,AE
fuels_fwd_table_lil17nov,REME-THIN-11,E,15,1,0,2.8,0,1.9,0,1.3,0.2,4.1,0.4,0.2,0.3,NA,AE
fuels_fwd_table_lil17nov,REME-THIN-11,N,16,1,0,5.2,4.3,2.5,0.4,0.5,0,2.9,0.2,1.4,0.6,NA,AE
fuels_fwd_table_lil17nov,REME-THIN-11,S,4,0,0,0,0,5.1,2.9,1.8,0,0.2,0,0.1,0,SAMPLE 1 BUMPED LEFT 1FT,AE
fuels_fwd_table_lil17nov,REME-THIN-11,W,9,1,1,0.2,0,0.9,0,0,0,0,0,0.3,0,NA,AE
fuels_fwd_table_lil17nov,REME-THIN-14,E,10,6,2,2.8,5.4,0.5,2,0.5,0,2.5,0,4.7,5.1,NA,TH
fuels_fwd_table_lil17nov,REME-THIN-14,N,5,1,1,3.8,5.2,3.1,4.9,4,7.2,0.3,0,2.4,3.5,NA,TH
fuels_fwd_table_lil17nov,REME-THIN-14,S,8,10,9,2.9,4.1,3,7,3.6,5.2,5.7,5.9,3.9,3.8,NA,TH
fuels_fwd_table_lil17nov,REME-THIN-14,W,7,3,3,0,2.6,3.2,5.7,3.3,3.3,2.6,4.8,3.8,3.1,NA,TH
fuels_fwd_table_lil17nov,REME-THIN-15,E,6,0,1,1.4,0.2,2.3,0,1.2,0,0.5,0.2,0.6,0.2,NA,"TH, AE"
fuels_fwd_table_lil17nov,REME-THIN-15,N,19,2,8,2.5,5.8,1.7,8.4,0.6,1,2.7,6.6,0.2,4.8,SAMPLE 1 BUMPED 1FT RIGHT,"TH, AE"
fuels_fwd_table_lil17nov,REME-THIN-15,S,7,1,0,1,0,2.9,7.2,4.8,5.8,3.5,4,0,0,SAMPLE 2 BUMPED 1FT RIGHT,"TH, AE"
fuels_fwd_table_lil17nov,REME-THIN-15,W,4,5,1,5.2,0,1.9,1.1,0.7,1.4,0.5,0.7,0.2,0,NA,"TH, AE"
fuels_fwd_table_lil17nov,REME-THIN-18,E,3,1,5,0,3.2,0.9,0,0.2,0,1.1,0.1,0,0,NA,"KF, AE"
fuels_fwd_table_lil17nov,REME-THIN-18,N,9,0,0,0.9,0,0.4,1.6,1.1,0.6,0.7,0,0.2,0.4,NA,"KF, AE"
fuels_fwd_table_lil17nov,REME-THIN-18,S,10,0,0,0.1,0,0.1,0,1.3,0.2,1.1,0,0.1,0,NA,"KF, AE"
fuels_fwd_table_lil17nov,REME-THIN-18,W,10,1,0,0,0,1.7,0.3,0.3,0,2.4,0,2.9,0.2,NA,"KF, AE"
fuels_fwd_table_lil17nov,REME-THIN-23,E,4,0,2,0.2,2.7,1.7,1.5,2,0,0,0,2.2,2.1,NA,"KF, TH"
fuels_fwd_table_lil17nov,REME-THIN-23,N,15,10,2,0.6,0,1.1,0,5.4,0,0.3,0,0.8,0,NA,"KF, TH"
fuels_fwd_table_lil17nov,REME-THIN-23,S,10,2,0,0.4,0,0.3,0,0.4,0,1.1,0.7,1.2,0.3,SAMPLE 5 BUMPED 1FT RIGHT,"KF, TH"
fuels_fwd_table_lil17nov,REME-THIN-23,W,6,3,0,4,2.5,0.8,0,1.9,7,2.1,1.8,3.8,0,SAMPLE 5 BUMPED 1FT LEFT,"KF, TH"
fuels_fwd_table_lil17nov,REME-THIN-25,E,8,1,0,1.1,0.3,1,0.4,0.6,0,0.8,0.3,0.6,0.8,NA,"KF, AE"
fuels_fwd_table_lil17nov,REME-THIN-25,N,14,0,0,1.4,1.7,1.3,1.4,1.5,0,2.6,1.3,0.9,0,SAMPLE 5 BUMPED 1FT RIGHT,"KF, AE"
fuels_fwd_table_lil17nov,REME-THIN-25,S,18,1,1,0.8,0.2,0.9,0,2.1,1.3,3.3,1.2,0.2,0,NA,"KF, AE"
fuels_fwd_table_lil17nov,REME-THIN-25,W,0,0,0,0.1,5,1.1,3.2,0.6,3.2,1.1,4.2,1.6,0.1,NA,"KF, AE"
fuels_fwd_table_lil17nov,REME-THIN-26,E,2,1,0,1.1,1.8,0.5,1.8,4.9,0,3.3,0,5.2,1.4,NA,AE-TH
fuels_fwd_table_lil17nov,REME-THIN-26,N,1,0,0,1.1,0.9,0.2,1.6,1.5,0.1,2.3,0.4,7.5,3.1,NA,AE-TH
fuels_fwd_table_lil17nov,REME-THIN-26,S,15,1,0,0.5,0.2,3.2,2.1,3.3,1.8,1.2,0.4,2.7,4,NA,AE-TH
fuels_fwd_table_lil17nov,REME-THIN-26,W,28,4,0,1.9,1.2,6.4,1.2,1.8,2.4,6.9,5.3,0,0,NA,AE-TH
fuels_fwd_table_lil17nov,REME-THIN-27,E,23,5,1,0.6,0,3,0,0.3,0,0.2,0,0.6,0,NA,AB
fuels_fwd_table_lil17nov,REME-THIN-27,N,54,4,0,0.3,0,0.4,0,0.4,0,0.6,0,0.4,0,NA,AB
fuels_fwd_table_lil17nov,REME-THIN-27,S,24,0,0,2.1,0,3.4,0,0.4,0,2.8,0,0.6,0,NA,AB
fuels_fwd_table_lil17nov,REME-THIN-27,W,3,0,0,1.4,0,1.8,0,1.2,0,0.4,0,0.2,0,NA,AB
fuels_fwd_table_lil17nov,USGS0409005,S,9,4,0,1.6,0,1.8,0,0.1,0,0,0,3.6,0,"SAMPLE 4 BUMPED 1FT RIGHT. 1HRS AND 10HRS TAKEN AT 13-11M; 100HRS TAKEN AT 13-10M, 8-7M. LITT AND DUFF SAMPLES TAKEN AT 5.5M, 7.5M, 9.5M, 11.5M, 12.5M, 17.5M, 18.5M, 20.5M, 22.5M, AND 24.5M.","KF, TH"
fuels_fwd_table_lil17nov,USGS-409001,E,4,2,0,2.3,6.4,3.7,4.8,1.1,0,5.7,4.1,5.3,4,"1HRS AND 10HRS TAKEN AT 13-11M; 100HRS TAKEN AT 13-10M, 8-7M. LITT AND DUFF SAMPLES TAKEN AT 5.5M, 7.5M, 9.5M, 11.5M, 12.5M, 17.5M, 18.5M, 20.5M, 22.5M, AND 24.5M.","TH, AB"
fuels_fwd_table_lil17nov,USGS-409001,N,10,10,2,2.8,6.9,9.5,6,0.6,16.1,3.5,4,2.9,9.9,"1HRS AND 10HRS TAKEN AT 13-11M; 100HRS TAKEN AT 13-10M, 8-7M. LITT AND DUFF SAMPLES TAKEN AT 5.5M, 7.5M, 9.5M, 11.5M, 12.5M, 17.5M, 18.5M, 20.5M, 22.5M, AND 24.5M.","TH, ABH"
fuels_fwd_table_lil17nov,USGS-409001,S,11,2,0,0.2,0,1.6,0,1.4,3.5,0,0,2.8,1.1,"1HRS AND 10HRS TAKEN AT 13-11M; 100HRS TAKEN AT 13-10M, 8-7M. LITT AND DUFF SAMPLES TAKEN AT 5.5M, 7.5M, 9.5M, 11.5M, 12.5M, 17.5M, 18.5M, 20.5M, 22.5M, AND 24.5M.","TH, AB"
fuels_fwd_table_lil17nov,USGS-409001,W,70,5,0,3,1.4,2.4,0,0.3,0,0.2,0,1.5,0,"1HRS AND 10HRS TAKEN AT 13-11M; 100HRS TAKEN AT 13-10M, 8-7M. LITT AND DUFF SAMPLES TAKEN AT 5.5M, 7.5M, 9.5M, 11.5M, 12.5M, 17.5M, 18.5M, 20.5M, 22.5M, AND 24.5M.","TH, AB"
fuels_fwd_table_lil17nov,USGS-409005,E,5,0,2,0.5,0,0,0,0.2,0,0.2,0,1.1,0,"SAMPLE 1 BUMPED 1FT LEFT. 1HRS AND 10HRS TAKEN AT 13-11M; 100HRS TAKEN AT 13-10M, 8-7M. LITT AND DUFF SAMPLES TAKEN AT 5.5M, 7.5M, 9.5M, 11.5M, 12.5M, 17.5M, 18.5M, 20.5M, 22.5M, AND 24.5M.","KF, TH"
fuels_fwd_table_lil17nov,USGS-409005,N,12,0,3,0.2,0,2.2,0,1.4,0,0.9,0,0.7,0,NA,"KF, TH"
fuels_fwd_table_lil17nov,USGS-409005,W,2,0,1,0,0,6.4,0,0.3,0,1.4,0.1,0.1,0,NA,"KF, TH"
